"fips","region","abb","polyname","work.own","intel.own","trust.own","work.oth","intel.oth","trust.oth","age","educ","hhinc","race","wave.race","prim.08","clinton.therm","obama.therm","vote.08","gen.08","gen.04","party.id","ideol","wt.345","female","obama.vote.gen","obama.vote.prim","obama.kerry.dum","obama.kerry.dum2","obama.kerry.3","kerry.no.08","oc.therm.dum","oc.therm.lin"
17,2,"IL","illinois",50,53.3333333333333,50,49.6666666666667,52.6666666666667,49.3333333333333,56,5,16,1,5,NA,40,80,1,1,2,5,5,0.21,0,0,NA,0,NA,0,NA,1,40
39,2,"OH","ohio",44,36.5,37,49.5,37.5,37,63,3,2,1,5,2,75,50,1,NA,1,1,4,0.3,1,NA,0,NA,NA,0,0,0,-25
29,2,"MO","missouri",24.5,27,25,25,34.5,25,70,3,10,1,5,2,45,25,NA,NA,1,2,5,NA,1,NA,0,NA,NA,0,NA,0,-20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,30,NA,NA,1,1,6,NA,NA,NA,0,NA,NA,0,NA,0,-20
12,3,"FL","florida",49,50,50,50,62,49,64,7,6,1,5,2,90,85,1,2,2,3,2,NA,0,1,0,0,NA,-1,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,2,5,6,NA,NA,NA,NA,0,NA,0,NA,1,30
48,3,"TX","texas",18,18.5,18.5,18.5,18.5,18.5,66,3,10,1,5,NA,50,60,1,1,2,6,4,0.55,0,0,NA,0,NA,0,NA,1,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,2,2,NA,NA,NA,NA,0,NA,0,NA,0,0
46,2,"SD","south dakota",52,49.5,50,31.5,37,37,54,5,10,1,5,2,50,65,1,2,1,1,4,1.76,0,1,0,0,0,0,0,1,15
9,1,"CT","connecticut",25,30,30,25,30,30,54,3,10,1,5,4,20,NA,0,NA,1,3,4,3.62,0,NA,0,NA,NA,0,1,NA,NA
36,1,"NY","new york",67.5,71,49.5,12,25,18.5,53,4,6,1,5,7,45,75,1,2,1,1,1,0.38,0,1,1,0,0,0,0,1,30
55,2,"WI","wisconsin",26,25,37,37,37,43,62,4,10,1,5,NA,45,85,1,2,2,3,1,0.17,0,1,NA,0,NA,-1,NA,1,40
54,3,"WV","west virginia",24.5,12,25,37,25,25,34,4,13,1,5,7,25,60,0,NA,NA,2,4,0.69,0,NA,1,NA,NA,0,NA,1,35
18,2,"IN","indiana",37.5,40,40,50,47.5,47.5,56,7,13,1,5,2,80,75,1,2,1,1,3,1.35,1,1,0,0,0,0,0,0,-5
27,2,"MN","minnesota",50,60,60,50,50,50,58,4,2,1,5,2,70,80,1,2,1,2,1,NA,0,1,0,0,0,0,0,1,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,45,1,1,2,5,4,0.42,NA,0,1,0,NA,0,NA,1,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,65,65,NA,NA,1,3,3,NA,NA,NA,1,NA,NA,0,NA,0,0
17,2,"IL","illinois",24.5,50,25,68.5,55.5,62,45,3,12,4,5,NA,75,70,0,NA,1,3,2,0.83,1,NA,NA,NA,NA,0,1,0,-5
49,4,"UT","utah",44.6666666666667,48.3333333333333,45,45.3333333333333,48.3333333333333,45.3333333333333,40,6,11,1,5,NA,10,10,1,5,4,5,6,0.3,1,0,NA,0,NA,0,NA,0,0
6,4,"CA","california",31,32,31,31,31,31,28,7,13,1,5,NA,20,70,NA,NA,4,5,5,NA,0,NA,NA,0,NA,0,NA,1,50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,2,6,6,NA,NA,NA,NA,0,NA,0,NA,1,30
53,4,"WA","washington",49.5,49,49.5,50,50,49.5,36,6,10,1,5,7,60,75,1,2,1,1,4,0.46,1,1,1,0,0,0,0,1,15
16,4,"ID","idaho",37.5,37.5,37.5,36.5,37.5,37.5,31,4,7,1,5,7,10,50,1,1,4,5,4,0.4,1,0,1,0,NA,0,NA,1,40
53,4,"WA","washington",0,0,0,0,0,0,68,4,5,1,5,7,100,100,1,2,1,1,5,0.23,1,1,1,0,0,0,0,0,0
55,2,"WI","wisconsin",49,49,49,52,50,50.5,19,3,16,1,5,NA,35,30,1,1,NA,7,6,1.41,1,0,NA,NA,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,1,4,1,4,6,0.24,NA,0,NA,0,0,0,0,0,-25
42,1,"PA","pennsylvania",62.5,49.5,49.5,55,55,44,69,3,9,1,5,2,65,25,1,2,1,2,3,0.23,1,1,0,0,0,0,0,0,-40
37,3,"NC","north carolina",55.5,37,42.5,55.5,43.5,58,21,5,13,1,5,NA,85,15,1,1,2,6,4,1.77,1,0,NA,0,NA,0,NA,0,-70
48,3,"TX","texas",43,35,41,46,34,45.5,23,5,10,1,5,NA,40,45,0,NA,NA,6,5,2.37,1,NA,NA,NA,NA,0,NA,1,5
18,2,"IN","indiana",40,40,52.5,45,62.5,80,70,3,4,2,5,7,55,75,1,2,1,1,4,2.81,1,1,1,0,0,0,0,1,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,76,6,NA,NA,1,2,4,NA,NA,NA,1,NA,NA,0,NA,0,-70
11,3,"DC","district of columbia",25,37,18,31,37,18.5,42,8,18,1,5,2,40,75,1,2,1,3,3,0.21,1,1,0,0,0,0,0,1,35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,25,NA,NA,2,6,6,NA,NA,NA,NA,0,NA,0,NA,1,15
26,2,"MI","michigan",50,49,56.5,50,49.5,56.5,60,6,8,2,5,2,80,100,1,2,1,1,2,0.21,1,1,0,0,0,0,0,1,20
29,2,"MO","missouri",33,35,41,40.6666666666667,44,41,55,6,16,1,5,NA,10,15,1,1,2,6,5,0.12,0,0,NA,0,NA,0,NA,1,5
22,3,"LA","louisiana",0,0,0,0,0,0,44,6,13,1,5,NA,25,45,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,1,20
29,2,"MO","missouri",32.6666666666667,31.3333333333333,43.3333333333333,65.3333333333333,67,69.6666666666667,59,4,1,1,5,NA,0,0,1,1,2,5,6,0.13,0,0,NA,0,NA,0,NA,0,0
19,2,"IA","iowa",49.5,49.5,49.5,50,50,50,42,6,16,1,5,7,40,70,1,2,1,3,4,0.28,1,1,1,0,0,0,0,1,30
6,4,"CA","california",26.3333333333333,33.6666666666667,29.3333333333333,42.6666666666667,44,42.6666666666667,62,4,8,1,5,NA,0,0,1,1,2,7,6,0.28,0,0,NA,0,NA,0,NA,0,0
12,3,"FL","florida",18.5,12,11.5,37,24.5,25,54,4,15,2,5,7,50,99,1,2,1,1,3,0.75,0,1,1,0,0,0,0,1,49
42,1,"PA","pennsylvania",25,26,36,37,37,37,68,3,12,1,5,NA,30,25,NA,NA,2,5,4,NA,0,NA,NA,0,NA,0,NA,0,-5
29,2,"MO","missouri",20.5,20,32,26.5,12,43,61,4,12,1,5,NA,25,25,1,1,2,7,6,0.22,1,0,NA,0,NA,0,NA,0,0
6,4,"CA","california",37,13.5,22,15.5,21,18.5,39,6,19,1,5,7,55,85,0,NA,NA,2,2,0.54,0,NA,1,NA,NA,0,NA,1,30
26,2,"MI","michigan",20,21.3333333333333,20.3333333333333,20.3333333333333,22,20.3333333333333,57,4,11,1,5,NA,0,0,1,1,2,6,6,0.19,1,0,NA,0,NA,0,NA,0,0
37,3,"NC","north carolina",25,25,25,24.5,24.5,25,49,3,11,1,5,2,45,45,0,NA,NA,3,2,0.97,1,NA,0,NA,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,85,87,NA,NA,1,1,2,NA,NA,NA,1,NA,NA,0,NA,1,2
40,3,"OK","oklahoma",43.5,37,55,43,12.5,30.5,53,8,6,1,5,7,70,75,0,NA,NA,3,2,NA,1,NA,1,NA,NA,0,NA,1,5
6,4,"CA","california",36.3333333333333,43,41,75,61.3333333333333,53.3333333333333,42,7,16,1,5,NA,25,5,1,1,NA,5,6,0.77,0,0,NA,NA,NA,0,NA,0,-20
4,4,"AZ","arizona",36.5,49.5,49.5,74.5,55.5,62.5,47,3,14,1,5,NA,0,0,1,1,2,7,6,1.3,0,0,NA,0,NA,0,NA,0,0
29,2,"MO","missouri",35,40,45,42.5,40,45,29,5,10,1,5,NA,2,0,1,1,2,5,7,4.27,1,0,NA,0,NA,0,NA,0,-2
28,3,"MS","mississippi",20,30,30,35,40,55,34,4,6,1,5,NA,50,0,1,1,2,6,4,NA,1,0,NA,0,NA,0,NA,0,-50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,70,NA,NA,1,3,4,NA,NA,NA,0,NA,NA,0,NA,0,-5
16,4,"ID","idaho",46.5,48,49.5,32.5,45.5,45.5,52,4,11,1,5,NA,25,25,1,1,2,6,5,0.21,1,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,90,90,NA,NA,NA,2,4,NA,NA,NA,0,NA,NA,0,NA,0,0
29,2,"MO","missouri",50,49,50,50,24,49,20,4,16,1,5,2,50,50,NA,NA,1,2,4,NA,1,NA,0,NA,NA,0,NA,0,0
35,4,"NM","new mexico",31,42.5,43,44,27.5,43,40,6,18,1,5,2,50,60,1,2,1,1,3,NA,1,1,0,0,0,0,0,1,10
27,2,"MN","minnesota",6,17.5,11.5,6,18,11.5,65,4,19,1,5,2,75,75,1,2,1,1,2,0.11,0,1,0,0,0,0,0,0,0
6,4,"CA","california",6,6,6,6.5,6,6.5,79,3,13,1,5,2,75,50,1,1,1,2,4,0.8,0,0,0,1,1,1,0,0,-25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,1,20
12,3,"FL","florida",30.5,37,37.5,37,31,30,66,4,15,1,5,NA,40,25,1,1,2,7,6,0.28,0,0,NA,0,NA,0,NA,0,-15
29,2,"MO","missouri",50,50,50,57.5,72.5,72.5,69,3,7,1,5,2,66,50,1,2,1,3,3,2.68,0,1,0,0,0,0,0,0,-16
38,2,"ND","north dakota",35,41.6666666666667,40,50,61.6666666666667,61.6666666666667,31,4,4,1,5,2,90,0,0,NA,1,2,2,3.47,0,NA,0,NA,NA,0,1,0,-90
27,2,"MN","minnesota",6,7,6,6,7,6,35,5,13,1,5,7,10,60,NA,NA,2,5,4,NA,1,NA,1,0,NA,0,NA,1,50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,50,1,2,NA,2,3,2,NA,1,0,0,NA,0,NA,0,-50
6,4,"CA","california",20.3333333333333,22.3333333333333,16,33,26,16,50,4,17,4,5,7,50,95,1,2,1,3,3,0.39,1,1,1,0,0,0,0,1,45
28,3,"MS","mississippi",43.5,37,49.5,37,43.5,49.5,41,7,17,1,5,NA,1,15,1,1,2,6,6,0.74,0,0,NA,0,NA,0,NA,1,14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,5,4,NA,NA,NA,NA,0,NA,0,NA,0,0
17,2,"IL","illinois",25,15,37.5,87.5,90,92.5,49,2,4,1,5,2,50,25,1,2,1,2,4,2.69,0,1,0,0,0,0,0,0,-25
53,4,"WA","washington",43.5,18.5,50,76.5,18.5,49.5,31,3,6,1,5,NA,0,0,1,1,2,6,6,0.93,1,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,77,30,NA,NA,1,2,4,NA,NA,NA,0,NA,NA,0,NA,0,-47
21,3,"KY","kentucky",56.5,69.5,56,56,61,56,61,3,4,1,5,NA,60,25,1,1,2,6,4,NA,1,0,NA,0,NA,0,NA,0,-35
27,2,"MN","minnesota",25,29,24,37,59,40,77,3,8,1,5,2,50,75,NA,NA,1,2,5,NA,1,NA,0,NA,NA,0,NA,1,25
19,2,"IA","iowa",50,29,41,12,6,9,19,3,7,1,5,5,50,87,NA,NA,NA,1,2,NA,1,NA,0,NA,NA,0,NA,1,37
19,2,"IA","iowa",43,37,41,62,49,63,30,4,11,1,5,2,30,20,NA,NA,1,2,4,NA,1,NA,0,NA,NA,0,NA,0,-10
27,2,"MN","minnesota",44,37,49.5,43,43.5,50,56,3,11,1,5,2,30,NA,1,2,1,3,4,0.27,1,1,0,0,0,0,0,NA,NA
55,2,"WI","wisconsin",41,43,41,41,42,41,22,4,6,1,5,NA,0,NA,NA,NA,2,6,4,NA,0,NA,NA,0,NA,0,NA,NA,NA
22,3,"LA","louisiana",25,43,50,43,38,43,65,4,10,1,5,2,75,NA,1,1,1,2,5,0.32,0,0,0,1,1,1,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,88,100,NA,NA,1,1,2,NA,NA,NA,1,NA,NA,0,NA,1,12
55,2,"WI","wisconsin",12.5,10,5,12.5,10,12.5,57,4,2,2,5,7,60,85,1,2,1,2,2,0.93,0,1,1,0,0,0,0,1,25
55,2,"WI","wisconsin",16.3333333333333,25.6666666666667,17,16.6666666666667,34.3333333333333,16.6666666666667,58,7,16,1,5,NA,5,2,1,1,2,5,6,0.19,0,0,NA,0,NA,0,NA,0,-3
27,2,"MN","minnesota",12.5,12.5,12,12.5,12,12.5,44,3,13,1,5,NA,50,50,1,1,2,5,6,0.44,1,0,NA,0,NA,0,NA,0,0
13,3,"GA","georgia",36,36,36.5,35.5,36,36.5,44,4,9,1,5,2,80,75,1,2,1,1,2,0.63,1,1,0,0,0,0,0,0,-5
6,4,"CA","california",0,0,0,100,100,99.5,46,3,10,1,5,2,100,1,0,NA,3,1,1,0.65,1,NA,0,0,NA,0,NA,0,-99
6,4,"CA","california",50,49,49,50,49.5,49.5,44,7,8,1,5,7,55,55,1,2,1,3,3,0.52,0,1,1,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,70,90,NA,NA,2,2,2,NA,NA,NA,1,0,NA,0,NA,1,20
36,1,"NY","new york",24,24,49,25,24,49,43,7,6,1,5,NA,90,90,NA,NA,2,5,4,NA,0,NA,NA,0,NA,0,NA,0,0
36,1,"NY","new york",19,23,25,35.5,34.5,38,27,5,7,2,5,2,90,70,1,2,1,1,3,NA,1,1,0,0,0,0,0,0,-20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,40,75,NA,NA,1,3,3,NA,NA,NA,1,NA,NA,0,NA,1,35
6,4,"CA","california",31,32.5,30.5,25,32,31,65,3,6,1,5,NA,0,0,NA,NA,2,5,6,NA,1,NA,NA,0,NA,0,NA,0,0
45,3,"SC","south carolina",50,43.5,57,31.5,12,25,18,2,13,1,5,NA,0,0,1,1,NA,7,6,5.54,0,0,NA,NA,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,0,NA,1,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,50,NA,NA,1,2,4,NA,NA,NA,0,NA,NA,0,NA,0,-50
55,2,"WI","wisconsin",27.6666666666667,35.3333333333333,38.3333333333333,28,35,43,29,6,14,1,5,7,75,75,1,2,1,1,2,0.45,1,1,1,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,NA,NA,2,7,7,NA,NA,NA,NA,0,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,55,65,1,2,NA,3,2,NA,NA,1,1,0,NA,0,NA,1,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1,3,5,NA,NA,NA,1,NA,NA,0,NA,NA,NA
27,2,"MN","minnesota",12.5,25,31.5,64,56.5,64,50,4,13,1,5,NA,15,20,0,NA,2,5,3,0.13,0,NA,NA,0,NA,0,NA,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,NA,NA,2,3,4,NA,NA,NA,0,0,NA,0,NA,0,-5
46,2,"SD","south dakota",30.5,25.5,37,25,18,18,54,2,13,1,5,NA,0,50,0,NA,2,6,4,0.93,1,NA,NA,0,NA,0,NA,1,50
47,3,"TN","tennessee",43.5,45.5,35.5,44,43,41.5,29,6,15,1,5,NA,25,20,1,1,2,6,5,0.89,1,0,NA,0,NA,0,NA,0,-5
25,1,"MA","massachusetts",33.5,39.5,53.5,44.5,49.5,50.5,52,3,7,2,5,NA,80,95,0,NA,NA,3,4,NA,1,NA,NA,NA,NA,0,NA,1,15
38,2,"ND","north dakota",25,25,24,25,25,25,43,3,12,1,5,NA,50,25,NA,NA,2,6,4,NA,0,NA,NA,0,NA,0,NA,0,-25
48,3,"TX","texas",29.5,30,28.5,46.5,27,28,34,7,11,1,5,NA,45,40,0,NA,NA,7,6,0.82,1,NA,NA,NA,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60,1,1,2,5,6,0.26,NA,0,NA,0,NA,0,NA,1,59
48,3,"TX","texas",50,50,50,50,49.5,50,44,7,15,1,5,NA,0,0,1,1,2,5,4,0.5,0,0,NA,0,NA,0,NA,0,0
27,2,"MN","minnesota",26.5,33,36.5,45.5,41.5,46,39,4,8,1,5,NA,10,8,1,1,2,7,5,0.17,0,0,NA,0,NA,0,NA,0,-2
8,4,"CO","colorado",0,0,0,0,0,0,60,7,19,1,5,NA,10,10,NA,NA,2,7,5,NA,1,NA,NA,0,NA,0,NA,0,0
8,4,"CO","colorado",37,37,30.5,42.5,37,31,34,4,12,1,5,NA,10,35,1,1,2,6,6,NA,1,0,NA,0,NA,0,NA,1,25
55,2,"WI","wisconsin",12,11.5,22,74,59.5,37.5,21,4,12,1,5,2,50,50,0,NA,1,3,3,2.35,1,NA,0,NA,NA,0,1,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,25,NA,NA,NA,3,4,NA,NA,NA,0,NA,NA,0,NA,0,-15
27,2,"MN","minnesota",58,50.6666666666667,48.3333333333333,49.3333333333333,54.3333333333333,52.3333333333333,24,3,12,1,5,NA,45,70,0,NA,NA,3,3,1.25,1,NA,NA,NA,NA,0,NA,1,25
12,3,"FL","florida",32.5,37,38,69,54.5,41.5,50,5,9,1,5,7,80,90,1,2,1,3,3,0.35,0,1,1,0,0,0,0,1,10
12,3,"FL","florida",36,38.3333333333333,37,32.6666666666667,33,33.3333333333333,73,3,12,1,5,2,75,50,1,2,1,1,6,0.57,1,1,0,0,0,0,0,0,-25
39,2,"OH","ohio",20.3333333333333,32,32.6666666666667,24.6666666666667,32,32.6666666666667,68,4,11,1,5,2,60,90,0,NA,NA,3,4,0.19,0,NA,0,NA,NA,0,NA,1,30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,50,NA,NA,2,1,4,NA,NA,NA,0,0,NA,0,NA,0,-25
53,4,"WA","washington",12,24,37,37,37,25,53,3,10,1,5,7,10,80,1,2,3,3,4,NA,1,1,1,0,NA,0,NA,1,70
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60,NA,NA,1,4,5,NA,NA,NA,NA,NA,NA,0,NA,1,10
36,1,"NY","new york",10.3333333333333,15.3333333333333,14,1.66666666666667,6,6,49,4,13,4,5,2,60,75,1,2,1,1,2,1.2,1,1,0,0,0,0,0,1,15
6,4,"CA","california",32.6666666666667,39.6666666666667,33,37.3333333333333,35.6666666666667,37.3333333333333,37,7,14,1,5,2,90,50,1,2,1,1,2,0.56,1,1,0,0,0,0,0,0,-40
27,2,"MN","minnesota",18,18.5,37,49.5,58,61,72,3,11,1,5,NA,25,25,1,1,2,7,6,0.36,0,0,NA,0,NA,0,NA,0,0
6,4,"CA","california",20,20,20,17.5,17.5,27.5,55,6,10,2,5,7,25,80,1,2,1,3,3,1.94,0,1,1,0,0,0,0,1,55
39,2,"OH","ohio",16.5,12.5,37,36.5,12,29,54,4,18,1,5,NA,75,50,1,NA,2,5,4,1.71,1,NA,NA,0,NA,0,NA,0,-25
39,2,"OH","ohio",48,48,48.5,44,47.5,42.5,62,3,10,1,5,NA,0,0,1,1,2,7,6,0.33,1,0,NA,0,NA,0,NA,0,0
35,4,"NM","new mexico",10.5,9.5,11,5,6,6.5,79,3,12,1,5,NA,0,25,1,1,2,7,6,1.11,1,0,NA,0,NA,0,NA,1,25
26,2,"MI","michigan",29.5,29.5,29.5,29,29,29,27,4,6,1,5,7,25,55,1,1,2,3,4,0.5,1,0,1,0,NA,0,NA,1,30
27,2,"MN","minnesota",0,0,0,0,0,0,32,6,15,1,5,2,75,51,1,2,1,3,3,NA,0,1,0,0,0,0,0,0,-24
27,2,"MN","minnesota",12,12.5,12.5,0,0,0,53,6,6,1,5,7,51,98,1,2,1,1,2,0.12,1,1,1,0,0,0,0,1,47
8,4,"CO","colorado",49.5,49.5,49,49.5,50,49.5,37,6,13,1,5,2,40,30,1,2,1,3,3,0.68,0,1,0,0,0,0,0,0,-10
12,3,"FL","florida",30,35,25,30,35,30,75,4,11,1,5,NA,45,30,NA,NA,2,5,5,NA,0,NA,NA,0,NA,0,NA,0,-15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,20,NA,NA,2,2,5,NA,NA,NA,0,0,NA,0,NA,0,-5
24,3,"MD","maryland",35,31,50.5,75.5,63.5,79.5,34,5,11,1,5,NA,20,25,0,NA,2,6,3,NA,1,NA,NA,0,NA,0,NA,1,5
24,3,"MD","maryland",50,50,50,49,49,50,29,6,13,1,5,7,80,80,NA,NA,1,2,3,NA,0,NA,1,NA,NA,0,NA,0,0
39,2,"OH","ohio",6,6,18.5,12.5,12,12.5,35,6,7,4,5,2,80,70,0,NA,NA,3,2,NA,0,NA,0,NA,NA,0,NA,0,-10
51,3,"VA","virginia",20.5,19.5,5,6,6,6,25,2,8,1,5,2,100,50,0,NA,NA,1,4,2.67,1,NA,0,NA,NA,0,NA,0,-50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,NA,NA,NA,1,2,3,NA,NA,NA,1,NA,NA,0,NA,NA,NA
28,3,"MS","mississippi",0,0,0,0,0,0,53,7,13,1,5,NA,40,12,1,1,1,4,6,0.32,0,0,NA,1,1,1,0,0,-28
51,3,"VA","virginia",20.3333333333333,28.6666666666667,25,87,90,94.6666666666667,31,6,11,1,5,NA,1,0,1,1,2,7,5,1.29,0,0,NA,0,NA,0,NA,0,-1
49,4,"UT","utah",24.5,28.5,35,36,29.5,35.5,27,6,6,1,5,NA,30,55,1,1,2,6,4,1.41,0,0,NA,0,NA,0,NA,1,25
12,3,"FL","florida",13.6666666666667,12.3333333333333,13,84,65,79,71,5,12,1,5,NA,2,10,1,1,2,7,4,0.36,0,0,NA,0,NA,0,NA,1,8
55,2,"WI","wisconsin",12.5,25,20,42.5,42.5,47.5,63,3,6,1,5,NA,50,40,NA,NA,2,6,4,NA,1,NA,NA,0,NA,0,NA,0,-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,0,NA,0,-25
8,4,"CO","colorado",27.5,32.5,30,22.5,25,20,56,3,2,1,5,2,70,68,NA,NA,3,1,5,NA,1,NA,0,0,NA,0,NA,0,-2
53,4,"WA","washington",32.5,37.5,39.5,25,25.5,25,64,7,12,2,5,7,75,100,1,2,1,1,2,0.28,1,1,1,0,0,0,0,1,25
55,2,"WI","wisconsin",50,49,50,50,49,49,35,4,13,1,5,NA,30,5,NA,NA,2,7,7,NA,0,NA,NA,0,NA,0,NA,0,-25
24,3,"MD","maryland",31,30.5,34,33,33,36,45,4,17,1,5,NA,10,5,1,1,2,7,6,0.33,0,0,NA,0,NA,0,NA,0,-5
4,4,"AZ","arizona",33.3333333333333,49.6666666666667,37.6666666666667,47.6666666666667,49.6666666666667,54.3333333333333,72,3,3,1,5,NA,15,5,1,1,2,7,6,0.51,1,0,NA,0,NA,0,NA,0,-10
27,2,"MN","minnesota",37,39.3333333333333,41,41.3333333333333,39.3333333333333,40.3333333333333,50,4,9,1,5,NA,10,11,0,NA,2,6,6,0.19,0,NA,NA,0,NA,0,NA,1,1
6,4,"CA","california",24.5,25,25,24.5,25,25,35,6,17,1,5,2,NA,NA,0,NA,NA,3,2,NA,1,NA,0,NA,NA,0,NA,NA,NA
33,1,"NH","new hampshire",43.5,43,43.5,43.5,43.5,43,53,4,11,1,5,NA,2,0,1,1,2,7,6,0.3,1,0,NA,0,NA,0,NA,0,-2
33,1,"NH","new hampshire",35,33.6666666666667,29.6666666666667,42.6666666666667,41,39,39,4,12,1,5,NA,40,40,1,1,2,7,7,0.61,0,0,NA,0,NA,0,NA,0,0
29,2,"MO","missouri",62,43.5,49.5,24.5,24.5,24.5,49,9,14,1,5,2,100,100,1,2,1,1,2,0.35,0,1,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,2,5,4,NA,NA,NA,NA,0,NA,0,NA,1,5
48,3,"TX","texas",50,49.5,50,49.5,50,50,60,4,5,1,5,7,90,95,1,2,1,1,2,0.27,0,1,1,0,0,0,0,1,5
6,4,"CA","california",43.5,43,43,42.5,42.5,43,67,6,13,1,5,7,85,90,1,2,1,1,3,0.13,1,1,1,0,0,0,0,1,5
42,1,"PA","pennsylvania",50,50,50,50,50,51,50,3,4,1,5,NA,0,0,1,NA,4,5,6,NA,0,NA,NA,0,NA,0,NA,0,0
18,2,"IN","indiana",49.5,55,50,49.5,54.5,49.5,23,4,16,1,5,7,75,25,NA,NA,NA,1,2,NA,1,NA,1,NA,NA,0,NA,0,-50
40,3,"OK","oklahoma",24.5,24.5,30.5,31,31,24,63,4,15,1,5,NA,30,40,1,1,2,7,4,0.22,0,0,NA,0,NA,0,NA,1,10
6,4,"CA","california",11,12,13,13,12,12,61,4,15,1,5,7,0,50,1,1,2,5,5,NA,0,0,1,0,NA,0,NA,1,50
8,4,"CO","colorado",37.5,40,37.5,25,32.5,32.5,53,1,9,1,5,2,100,50,0,NA,NA,3,6,1.86,1,NA,0,NA,NA,0,NA,0,-50
6,4,"CA","california",12,12.5,12.5,12,12,11.5,40,6,13,4,5,NA,10,20,1,1,2,7,6,1.73,0,0,NA,0,NA,0,NA,1,10
36,1,"NY","new york",37,24,25,36.5,37,43.5,55,5,13,2,5,7,80,75,1,2,1,3,6,0.23,1,1,1,0,0,0,0,0,-5
17,2,"IL","illinois",41,40,49.3333333333333,64.6666666666667,39.6666666666667,68,53,5,16,1,5,NA,0,0,1,1,2,6,4,0.14,0,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50,90,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0,NA,1,40
