,County Name,County Population,Election Results,county_fips
1807,"Beaufort County, North Carolina","<strong>Total Population:</strong> 47,651<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.50<br>                                                <strong>Change in Diversity: </strong> 1.07X<br>",<strong>Percent Clinton:</strong> 37%<br>                                                      <strong>Percent Trump:</strong> 61%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37013
1808,"Bertie County, North Carolina","<strong>Total Population:</strong> 20,199<br>                                                <strong>Majority:</strong> Black or African American (1%)<br>                                                <strong>Diversity Index:</strong> 0.50<br>                                                <strong>Change in Diversity: </strong> 1.04X<br>",<strong>Percent Clinton:</strong> 62%<br>                                                      <strong>Percent Trump:</strong> 37%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37015
1809,"Bladen County, North Carolina","<strong>Total Population:</strong> 34,318<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.58<br>                                                <strong>Change in Diversity: </strong> 1.07X<br>",<strong>Percent Clinton:</strong> 45%<br>                                                      <strong>Percent Trump:</strong> 54%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37017
1810,"Brunswick County, North Carolina","<strong>Total Population:</strong> 122,765<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.32<br>                                                <strong>Change in Diversity: </strong> 1.01X<br>",<strong>Percent Clinton:</strong> 34%<br>                                                      <strong>Percent Trump:</strong> 63%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37019
1811,"Buncombe County, North Carolina","<strong>Total Population:</strong> 253,178<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.29<br>                                                <strong>Change in Diversity: </strong> 1.31X<br>",<strong>Percent Clinton:</strong> 56%<br>                                                      <strong>Percent Trump:</strong> 41%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37021
1812,"Burke County, North Carolina","<strong>Total Population:</strong> 88,842<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.31<br>                                                <strong>Change in Diversity: </strong> 1.17X<br>",<strong>Percent Clinton:</strong> 29%<br>                                                      <strong>Percent Trump:</strong> 68%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37023
1813,"Cabarrus County, North Carolina","<strong>Total Population:</strong> 196,762<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.49<br>                                                <strong>Change in Diversity: </strong> 1.51X<br>",<strong>Percent Clinton:</strong> 39%<br>                                                      <strong>Percent Trump:</strong> 58%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37025
1814,"Caldwell County, North Carolina","<strong>Total Population:</strong> 81,287<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.22<br>                                                <strong>Change in Diversity: </strong> 1.30X<br>",<strong>Percent Clinton:</strong> 24%<br>                                                      <strong>Percent Trump:</strong> 74%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37027
1815,"Camden County, North Carolina","<strong>Total Population:</strong> 10,309<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.34<br>                                                <strong>Change in Diversity: </strong> 1.04X<br>",<strong>Percent Clinton:</strong> 26%<br>                                                      <strong>Percent Trump:</strong> 71%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37029
1816,"Carteret County, North Carolina","<strong>Total Population:</strong> 68,879<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.25<br>                                                <strong>Change in Diversity: </strong> 1.29X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 71%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37031
1817,"Caswell County, North Carolina","<strong>Total Population:</strong> 22,941<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.51<br>                                                <strong>Change in Diversity: </strong> 1.03X<br>",<strong>Percent Clinton:</strong> 43%<br>                                                      <strong>Percent Trump:</strong> 55%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37033
1818,"Catawba County, North Carolina","<strong>Total Population:</strong> 155,056<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.40<br>                                                <strong>Change in Diversity: </strong> 1.27X<br>",<strong>Percent Clinton:</strong> 30%<br>                                                      <strong>Percent Trump:</strong> 68%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37035
1819,"Chatham County, North Carolina","<strong>Total Population:</strong> 70,928<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.46<br>                                                <strong>Change in Diversity: </strong> 1.01X<br>",<strong>Percent Clinton:</strong> 54%<br>                                                      <strong>Percent Trump:</strong> 44%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37037
1820,"Cherokee County, North Carolina","<strong>Total Population:</strong> 27,178<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.16<br>                                                <strong>Change in Diversity: </strong> 1.48X<br>",<strong>Percent Clinton:</strong> 20%<br>                                                      <strong>Percent Trump:</strong> 77%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37039
1821,"Chowan County, North Carolina","<strong>Total Population:</strong> 14,394<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.52<br>                                                <strong>Change in Diversity: </strong> 1.05X<br>",<strong>Percent Clinton:</strong> 42%<br>                                                      <strong>Percent Trump:</strong> 56%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37041
1822,"Clay County, North Carolina","<strong>Total Population:</strong> 10,703<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.12<br>                                                <strong>Change in Diversity: </strong> 2.39X<br>",<strong>Percent Clinton:</strong> 23%<br>                                                      <strong>Percent Trump:</strong> 75%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37043
1823,"Cleveland County, North Carolina","<strong>Total Population:</strong> 96,879<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.42<br>                                                <strong>Change in Diversity: </strong> 1.11X<br>",<strong>Percent Clinton:</strong> 34%<br>                                                      <strong>Percent Trump:</strong> 64%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37045
1824,"Columbus County, North Carolina","<strong>Total Population:</strong> 56,694<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.54<br>                                                <strong>Change in Diversity: </strong> 1.07X<br>",<strong>Percent Clinton:</strong> 38%<br>                                                      <strong>Percent Trump:</strong> 60%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37047
1825,"Craven County, North Carolina","<strong>Total Population:</strong> 103,451<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.51<br>                                                <strong>Change in Diversity: </strong> 1.09X<br>",<strong>Percent Clinton:</strong> 38%<br>                                                      <strong>Percent Trump:</strong> 60%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37049
1826,"Cumberland County, North Carolina","<strong>Total Population:</strong> 323,838<br>                                                <strong>Majority:</strong> White (0%)<br>                                                <strong>Diversity Index:</strong> 0.64<br>                                                <strong>Change in Diversity: </strong> 1.09X<br>",<strong>Percent Clinton:</strong> 57%<br>                                                      <strong>Percent Trump:</strong> 41%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37051
1827,"Currituck County, North Carolina","<strong>Total Population:</strong> 25,263<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.23<br>                                                <strong>Change in Diversity: </strong> 1.21X<br>",<strong>Percent Clinton:</strong> 23%<br>                                                      <strong>Percent Trump:</strong> 73%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,37053
1828,"Dare County, North Carolina","<strong>Total Population:</strong> 35,663<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.22<br>                                                <strong>Change in Diversity: </strong> 1.84X<br>",<strong>Percent Clinton:</strong> 37%<br>                                                      <strong>Percent Trump:</strong> 59%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37055
1829,"Davidson County, North Carolina","<strong>Total Population:</strong> 164,622<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.33<br>                                                <strong>Change in Diversity: </strong> 1.31X<br>",<strong>Percent Clinton:</strong> 24%<br>                                                      <strong>Percent Trump:</strong> 73%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37057
1830,"Davie County, North Carolina","<strong>Total Population:</strong> 41,753<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.27<br>                                                <strong>Change in Diversity: </strong> 1.31X<br>",<strong>Percent Clinton:</strong> 24%<br>                                                      <strong>Percent Trump:</strong> 73%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37059
1831,"Duplin County, North Carolina","<strong>Total Population:</strong> 59,159<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.63<br>                                                <strong>Change in Diversity: </strong> 1.07X<br>",<strong>Percent Clinton:</strong> 40%<br>                                                      <strong>Percent Trump:</strong> 59%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37061
1832,"Durham County, North Carolina","<strong>Total Population:</strong> 300,952<br>                                                <strong>Majority:</strong> White (0%)<br>                                                <strong>Diversity Index:</strong> 0.66<br>                                                <strong>Change in Diversity: </strong> 1.09X<br>",<strong>Percent Clinton:</strong> 79%<br>                                                      <strong>Percent Trump:</strong> 19%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37063
1833,"Edgecombe County, North Carolina","<strong>Total Population:</strong> 54,150<br>                                                <strong>Majority:</strong> Black or African American (1%)<br>                                                <strong>Diversity Index:</strong> 0.53<br>                                                <strong>Change in Diversity: </strong> 1.03X<br>",<strong>Percent Clinton:</strong> 66%<br>                                                      <strong>Percent Trump:</strong> 33%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37065
1834,"Forsyth County, North Carolina","<strong>Total Population:</strong> 369,019<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.58<br>                                                <strong>Change in Diversity: </strong> 1.19X<br>",<strong>Percent Clinton:</strong> 54%<br>                                                      <strong>Percent Trump:</strong> 43%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37067
1835,"Franklin County, North Carolina","<strong>Total Population:</strong> 63,710<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.52<br>                                                <strong>Change in Diversity: </strong> 1.04X<br>",<strong>Percent Clinton:</strong> 43%<br>                                                      <strong>Percent Trump:</strong> 55%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37069
1836,"Gaston County, North Carolina","<strong>Total Population:</strong> 213,442<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.42<br>                                                <strong>Change in Diversity: </strong> 1.33X<br>",<strong>Percent Clinton:</strong> 33%<br>                                                      <strong>Percent Trump:</strong> 65%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37071
1837,"Gates County, North Carolina","<strong>Total Population:</strong> 11,431<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.50<br>                                                <strong>Change in Diversity: </strong> 0.99X<br>",<strong>Percent Clinton:</strong> 44%<br>                                                      <strong>Percent Trump:</strong> 54%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37073
1838,"Graham County, North Carolina","<strong>Total Population:</strong> 8,616<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.24<br>                                                <strong>Change in Diversity: </strong> 1.48X<br>",<strong>Percent Clinton:</strong> 19%<br>                                                      <strong>Percent Trump:</strong> 80%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37075
1839,"Granville County, North Carolina","<strong>Total Population:</strong> 58,674<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.55<br>                                                <strong>Change in Diversity: </strong> 1.06X<br>",<strong>Percent Clinton:</strong> 48%<br>                                                      <strong>Percent Trump:</strong> 50%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37077
1840,"Greene County, North Carolina","<strong>Total Population:</strong> 21,134<br>                                                <strong>Majority:</strong> White (0%)<br>                                                <strong>Diversity Index:</strong> 0.62<br>                                                <strong>Change in Diversity: </strong> 1.09X<br>",<strong>Percent Clinton:</strong> 45%<br>                                                      <strong>Percent Trump:</strong> 54%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37079
1841,"Guilford County, North Carolina","<strong>Total Population:</strong> 517,600<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.61<br>                                                <strong>Change in Diversity: </strong> 1.18X<br>",<strong>Percent Clinton:</strong> 59%<br>                                                      <strong>Percent Trump:</strong> 39%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37081
1842,"Halifax County, North Carolina","<strong>Total Population:</strong> 52,456<br>                                                <strong>Majority:</strong> Black or African American (1%)<br>                                                <strong>Diversity Index:</strong> 0.56<br>                                                <strong>Change in Diversity: </strong> 1.04X<br>",<strong>Percent Clinton:</strong> 63%<br>                                                      <strong>Percent Trump:</strong> 36%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37083
1843,"Harnett County, North Carolina","<strong>Total Population:</strong> 128,140<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.55<br>                                                <strong>Change in Diversity: </strong> 1.17X<br>",<strong>Percent Clinton:</strong> 37%<br>                                                      <strong>Percent Trump:</strong> 61%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37085
1844,"Haywood County, North Carolina","<strong>Total Population:</strong> 59,868<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.13<br>                                                <strong>Change in Diversity: </strong> 1.72X<br>",<strong>Percent Clinton:</strong> 35%<br>                                                      <strong>Percent Trump:</strong> 62%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37087
1845,"Henderson County, North Carolina","<strong>Total Population:</strong> 112,655<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.29<br>                                                <strong>Change in Diversity: </strong> 1.54X<br>",<strong>Percent Clinton:</strong> 35%<br>                                                      <strong>Percent Trump:</strong> 63%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37089
1846,"Hertford County, North Carolina","<strong>Total Population:</strong> 24,184<br>                                                <strong>Majority:</strong> Black or African American (1%)<br>                                                <strong>Diversity Index:</strong> 0.52<br>                                                <strong>Change in Diversity: </strong> 1.03X<br>",<strong>Percent Clinton:</strong> 68%<br>                                                      <strong>Percent Trump:</strong> 30%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37091
1847,"Hoke County, North Carolina","<strong>Total Population:</strong> 52,671<br>                                                <strong>Majority:</strong> White (0%)<br>                                                <strong>Diversity Index:</strong> 0.69<br>                                                <strong>Change in Diversity: </strong> 1.04X<br>",<strong>Percent Clinton:</strong> 54%<br>                                                      <strong>Percent Trump:</strong> 43%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37093
1848,"Hyde County, North Carolina","<strong>Total Population:</strong> 5,526<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.54<br>                                                <strong>Change in Diversity: </strong> 1.09X<br>",<strong>Percent Clinton:</strong> 42%<br>                                                      <strong>Percent Trump:</strong> 56%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37095
1849,"Iredell County, North Carolina","<strong>Total Population:</strong> 169,866<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.39<br>                                                <strong>Change in Diversity: </strong> 1.20X<br>",<strong>Percent Clinton:</strong> 30%<br>                                                      <strong>Percent Trump:</strong> 67%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37097
1850,"Jackson County, North Carolina","<strong>Total Population:</strong> 41,265<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.33<br>                                                <strong>Change in Diversity: </strong> 1.23X<br>",<strong>Percent Clinton:</strong> 42%<br>                                                      <strong>Percent Trump:</strong> 54%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,37099
1851,"Johnston County, North Carolina","<strong>Total Population:</strong> 185,660<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.48<br>                                                <strong>Change in Diversity: </strong> 1.21X<br>",<strong>Percent Clinton:</strong> 33%<br>                                                      <strong>Percent Trump:</strong> 64%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37101
1852,"Jones County, North Carolina","<strong>Total Population:</strong> 10,013<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.51<br>                                                <strong>Change in Diversity: </strong> 1.01X<br>",<strong>Percent Clinton:</strong> 40%<br>                                                      <strong>Percent Trump:</strong> 58%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37103
1853,"Lee County, North Carolina","<strong>Total Population:</strong> 59,660<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.59<br>                                                <strong>Change in Diversity: </strong> 1.16X<br>",<strong>Percent Clinton:</strong> 42%<br>                                                      <strong>Percent Trump:</strong> 55%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37105
1854,"Lenoir County, North Carolina","<strong>Total Population:</strong> 58,106<br>                                                <strong>Majority:</strong> White (0%)<br>                                                <strong>Diversity Index:</strong> 0.58<br>                                                <strong>Change in Diversity: </strong> 1.10X<br>",<strong>Percent Clinton:</strong> 46%<br>                                                      <strong>Percent Trump:</strong> 52%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37107
1855,"Lincoln County, North Carolina","<strong>Total Population:</strong> 81,035<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.27<br>                                                <strong>Change in Diversity: </strong> 1.12X<br>",<strong>Percent Clinton:</strong> 25%<br>                                                      <strong>Percent Trump:</strong> 73%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37109
1856,"McDowell County, North Carolina","<strong>Total Population:</strong> 44,989<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.22<br>                                                <strong>Change in Diversity: </strong> 1.33X<br>",<strong>Percent Clinton:</strong> 24%<br>                                                      <strong>Percent Trump:</strong> 74%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37111
1857,"Macon County, North Carolina","<strong>Total Population:</strong> 34,201<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.20<br>                                                <strong>Change in Diversity: </strong> 2.58X<br>",<strong>Percent Clinton:</strong> 28%<br>                                                      <strong>Percent Trump:</strong> 69%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37113
1858,"Madison County, North Carolina","<strong>Total Population:</strong> 21,139<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.12<br>                                                <strong>Change in Diversity: </strong> 1.95X<br>",<strong>Percent Clinton:</strong> 36%<br>                                                      <strong>Percent Trump:</strong> 61%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37115
1859,"Martin County, North Carolina","<strong>Total Population:</strong> 23,357<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.54<br>                                                <strong>Change in Diversity: </strong> 1.04X<br>",<strong>Percent Clinton:</strong> 49%<br>                                                      <strong>Percent Trump:</strong> 50%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37117
1860,"Mecklenburg County, North Carolina","<strong>Total Population:</strong> 1,034,070<br>                                                <strong>Majority:</strong> White (0%)<br>                                                <strong>Diversity Index:</strong> 0.64<br>                                                <strong>Change in Diversity: </strong> 1.19X<br>",<strong>Percent Clinton:</strong> 63%<br>                                                      <strong>Percent Trump:</strong> 33%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37119
1861,"Mitchell County, North Carolina","<strong>Total Population:</strong> 15,246<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.14<br>                                                <strong>Change in Diversity: </strong> 2.40X<br>",<strong>Percent Clinton:</strong> 20%<br>                                                      <strong>Percent Trump:</strong> 78%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37121
1862,"Montgomery County, North Carolina","<strong>Total Population:</strong> 27,548<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.54<br>                                                <strong>Change in Diversity: </strong> 1.05X<br>",<strong>Percent Clinton:</strong> 36%<br>                                                      <strong>Percent Trump:</strong> 62%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37123
1863,"Moore County, North Carolina","<strong>Total Population:</strong> 94,352<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.38<br>                                                <strong>Change in Diversity: </strong> 1.08X<br>",<strong>Percent Clinton:</strong> 34%<br>                                                      <strong>Percent Trump:</strong> 63%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37125
1864,"Nash County, North Carolina","<strong>Total Population:</strong> 93,919<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.57<br>                                                <strong>Change in Diversity: </strong> 1.13X<br>",<strong>Percent Clinton:</strong> 49%<br>                                                      <strong>Percent Trump:</strong> 49%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37127
1865,"New Hanover County, North Carolina","<strong>Total Population:</strong> 220,358<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.38<br>                                                <strong>Change in Diversity: </strong> 1.11X<br>",<strong>Percent Clinton:</strong> 46%<br>                                                      <strong>Percent Trump:</strong> 50%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,37129
1866,"Northampton County, North Carolina","<strong>Total Population:</strong> 20,426<br>                                                <strong>Majority:</strong> Black or African American (1%)<br>                                                <strong>Diversity Index:</strong> 0.51<br>                                                <strong>Change in Diversity: </strong> 1.04X<br>",<strong>Percent Clinton:</strong> 63%<br>                                                      <strong>Percent Trump:</strong> 36%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,37131
1867,"Onslow County, North Carolina","<strong>Total Population:</strong> 186,311<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.51<br>                                                <strong>Change in Diversity: </strong> 1.10X<br>",<strong>Percent Clinton:</strong> 31%<br>                                                      <strong>Percent Trump:</strong> 66%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37133
1868,"Orange County, North Carolina","<strong>Total Population:</strong> 141,354<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.49<br>                                                <strong>Change in Diversity: </strong> 1.23X<br>",<strong>Percent Clinton:</strong> 74%<br>                                                      <strong>Percent Trump:</strong> 23%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37135
1869,"Pamlico County, North Carolina","<strong>Total Population:</strong> 12,781<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.41<br>                                                <strong>Change in Diversity: </strong> 1.00X<br>",<strong>Percent Clinton:</strong> 36%<br>                                                      <strong>Percent Trump:</strong> 62%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37137
1870,"Pasquotank County, North Carolina","<strong>Total Population:</strong> 39,829<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.56<br>                                                <strong>Change in Diversity: </strong> 1.07X<br>",<strong>Percent Clinton:</strong> 50%<br>                                                      <strong>Percent Trump:</strong> 48%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37139
1871,"Pender County, North Carolina","<strong>Total Population:</strong> 57,611<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.41<br>                                                <strong>Change in Diversity: </strong> 0.96X<br>",<strong>Percent Clinton:</strong> 34%<br>                                                      <strong>Percent Trump:</strong> 64%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37141
1872,"Perquimans County, North Carolina","<strong>Total Population:</strong> 13,440<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.42<br>                                                <strong>Change in Diversity: </strong> 1.00X<br>",<strong>Percent Clinton:</strong> 35%<br>                                                      <strong>Percent Trump:</strong> 63%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37143
1873,"Person County, North Carolina","<strong>Total Population:</strong> 39,259<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.48<br>                                                <strong>Change in Diversity: </strong> 1.06X<br>",<strong>Percent Clinton:</strong> 40%<br>                                                      <strong>Percent Trump:</strong> 58%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37145
1874,"Pitt County, North Carolina","<strong>Total Population:</strong> 175,842<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.56<br>                                                <strong>Change in Diversity: </strong> 1.10X<br>",<strong>Percent Clinton:</strong> 52%<br>                                                      <strong>Percent Trump:</strong> 45%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37147
1875,"Polk County, North Carolina","<strong>Total Population:</strong> 20,366<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.22<br>                                                <strong>Change in Diversity: </strong> 1.24X<br>",<strong>Percent Clinton:</strong> 35%<br>                                                      <strong>Percent Trump:</strong> 63%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,37149
1876,"Randolph County, North Carolina","<strong>Total Population:</strong> 142,799<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.35<br>                                                <strong>Change in Diversity: </strong> 1.39X<br>",<strong>Percent Clinton:</strong> 21%<br>                                                      <strong>Percent Trump:</strong> 77%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37151
1877,"Richmond County, North Carolina","<strong>Total Population:</strong> 45,437<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.57<br>                                                <strong>Change in Diversity: </strong> 1.12X<br>",<strong>Percent Clinton:</strong> 44%<br>                                                      <strong>Percent Trump:</strong> 54%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37153
1878,"Robeson County, North Carolina","<strong>Total Population:</strong> 134,197<br>                                                <strong>Majority:</strong> American Indian and Alaska Native (0%)<br>                                                <strong>Diversity Index:</strong> 0.71<br>                                                <strong>Change in Diversity: </strong> 1.02X<br>",<strong>Percent Clinton:</strong> 47%<br>                                                      <strong>Percent Trump:</strong> 51%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37155
1879,"Rockingham County, North Carolina","<strong>Total Population:</strong> 91,758<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.43<br>                                                <strong>Change in Diversity: </strong> 1.14X<br>",<strong>Percent Clinton:</strong> 34%<br>                                                      <strong>Percent Trump:</strong> 64%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,37157
